Commit Date,Commit SHA,Removed EPDs 1,2,3,4,5,New bm EPD,Release tag
2023-04-22T11:04:09+02:00,ba06c480a752458a8159db0c9110bd3b7e34145a,None,11,12,None,None,None,
2023-04-25T08:08:48+02:00,b22a1b10bbae2bb773afb50eba23dbf15e426365,None,11,12,None,None,None,
2023-04-25T08:17:22+02:00,c3ce2204083400267592dc088b8ad9e88aed56b1,None,None,17,None,None,None,
2023-04-25T08:19:00+02:00,41f50b2c83a0ba36a2b9c507c1783e57c9b13485,None,None,12,None,None,None,
2023-05-03T20:37:57+02:00,21d6b69f7c8d0c0a71fe627714913a59d39a3b57,None,14,12,None,None,None,
2023-05-03T20:41:33+02:00,72d542f00026fd8437e6033c95802714e4cd45d1,None,14,12,None,None,None,
2023-05-05T07:12:47+02:00,2429e162890478a48ab9b1cf0c431de9ebaf9429,None,14,12,None,None,None,
2023-05-07T22:31:03+02:00,28442195c7d168a87221c6f1ae9ac51893427250,None,14,12,None,None,None,
2023-05-07T22:32:21+02:00,464ebdf127273db0ccb0084c881b255b880e922e,None,14,12,None,None,None,
2023-05-07T22:36:57+02:00,65e2150501b87e6ce00fae4e3f056444f39462fd,None,11,17,None,None,None,
2023-05-20T09:16:46+02:00,5f7b26aaa0d0bbdeb50ea6b17f049f167c1eb996,None,11,17,None,None,None,
2023-05-20T09:21:46+02:00,f030a1c592eabfa602ff8560d365e516298363ce,None,11,12,None,None,None,
2023-05-20T09:58:51+02:00,4f24ee086828e28df7d0b2dce5c13732139e7c19,None,None,12,None,None,None,
2023-05-20T10:05:19+02:00,4b085c4777c36939bd0a598f4bc3e0c04606e31b,None,None,12,None,None,None,
2023-05-20T10:16:04+02:00,7cd650f435715f73550d1f8031315e65b701d631,None,None,12,None,None,None,
2023-05-20T10:19:03+02:00,df0fb8471e5015bb4ba0b398c203b7faad45840e,None,None,12,None,None,None,
2023-05-25T20:35:13+02:00,d7e72d801fd68f2ee3c7d6b814bbc82916c30041,None,None,12,None,None,None,
2023-05-25T20:37:53+02:00,b64c97825eb473d9b5cbdb67afe65a8ac0d5ec9f,None,None,12,None,None,None,
2023-05-25T20:40:09+02:00,a989aa1825503ab39e6b2cf77bba2f1f022f367c,None,None,12,None,None,None,
2023-05-25T20:42:43+02:00,cedd73f4aa9f83c2891105695ac11e743e6ceab7,None,None,14,None,None,None,
2023-05-25T20:49:11+02:00,c701745cf243f4816754167e85bf5fabf5b34e47,None,None,14,None,None,None,
2023-05-28T20:03:33+02:00,7f0b19dedf7bff7dbe2dd42e73788826486b36b6,None,None,14,None,None,None,
2023-05-28T20:05:50+02:00,7e9b131efb832339ee6cd9e22b7c837c3e69a1b5,None,None,12,None,None,None,
2023-05-31T08:51:22+02:00,c1fff71650e2f8bf5a2d63bdc043161cdfe8e460,None,None,12,None,None,None,
2023-05-31T08:54:38+02:00,07bd8adcbce41f076c36f4b65c7f9a786de0b02d,None,None,12,None,None,None,
2023-05-31T09:06:30+02:00,d99942f25449789de78c9d36e3dcb67d4eb04e98,None,None,12,None,None,None,
2023-06-04T22:54:13+02:00,06186b786e4a73a29d6f0eef80fa7e20084a1e85,None,14,12,None,None,None,
2023-06-04T22:56:44+02:00,6cf8d938c5950ddedb8a92cdea4712f7d507c614,None,11,12,None,None,None,
2023-06-04T23:01:14+02:00,5930c0defbe01576315d7d081447f94a01daf337,None,11,12,None,None,None,
2023-06-04T23:05:28+02:00,ced0311890add58ab516b9c19608cbd1e1f295ed,None,11,12,None,None,None,
2023-06-04T23:12:23+02:00,8dea070538dcad790de3c5b9720bdbb836a32440,None,11,12,None,None,None,
2023-06-06T21:07:43+02:00,b60738e01b5393e6f85bc10d2f257dd0cd26a2f9,None,11,12,None,None,None,
2023-06-06T21:12:24+02:00,295f57829ea189248c8b4afa8d11222d170f78da,None,11,12,None,None,None,
2023-06-06T21:17:36+02:00,373359b44d0947cce2628a9a8c9b432a458615a8,None,None,12,None,None,None,
